gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,is_de
GENE_0037,114.40734535764648,0.3986219537993616,0.12730005725778587,3.131357223132602,0.0017401378865411488,0.17401378865411488,0
GENE_0038,117.129267633068,-0.3974791508425933,0.13926612075605263,-2.8540979578144707,0.00431605107643751,0.43160510764375104,0
GENE_0039,1070.5086429385701,2.8720675011708616,0.2089931089452975,13.742402874740744,0.0,1e-300,1
GENE_0040,1230.1375320680809,0.36905588911514114,0.3161165117605581,1.1674679283905356,0.2430215727719458,1.0,0
GENE_0041,911.1717444220765,0.264014996716134,0.21500977803316268,1.2279208840232971,0.21947680385431978,1.0,0
GENE_0042,148.670944717849,0.7665779506941641,0.09495585666313036,8.072992837226568,6.661338147750939e-16,6.661338147750939e-14,1
GENE_0043,571.4871421748621,-0.30537572692426423,0.09076911273254888,-3.364313230912079,0.0007674521962308667,0.07674521962308667,0
GENE_0044,480.59682344093045,-0.5516597005394351,0.1413955553181691,-3.901534947814217,9.562286544140264e-05,0.009562286544140264,1
GENE_0045,560.0538249505752,-0.3977340433980478,0.30754824495454575,-1.2932411415868463,0.1959278067856003,1.0,0
GENE_0046,1490.9118131749576,0.2641770266193748,0.24779975053448883,1.066090769056713,0.28638267965291897,1.0,0
GENE_0047,564.1912688435659,0.19916917370775145,0.2319986205222987,0.8584929223258385,0.3906202493567892,1.0,0
GENE_0048,1116.964865919227,0.040902663858966314,0.16612178999731336,0.24622094343931533,0.8055113105749598,1.0,0
GENE_0049,446.4683906677654,-0.449182819642852,0.33094485936247053,-1.35727389906631,0.1746943214476806,1.0,0
GENE_0050,622.4598311818977,0.30674691733162435,0.16941812613977575,1.8105908991021873,0.07020409355538915,1.0,0
GENE_0051,1039.9546014781945,-0.48988191106021617,0.3054349914162956,-1.6038827404438636,0.10873989876954271,1.0,0
GENE_0052,45.3434743168252,1.2770109875815983,0.3218939498534887,3.967179215896524,7.276058782013095e-05,0.007276058782013095,1
GENE_0053,249.758181428365,-1.5521970871238504,0.2105004535683569,-7.373842007517563,1.6697754290362354e-13,1.6697754290362354e-11,1
GENE_0054,199.22623107026294,0.1465804586286202,0.32145810275980047,0.4559861996639353,0.6483999465408568,1.0,0
GENE_0055,154.73024217328143,0.23324325426309725,0.1547368875955827,1.5073539211457918,0.13172001835053537,1.0,0
GENE_0056,267.0101367832655,-3.2732532891006763,0.25777702506948447,-12.69800242367745,0.0,1e-300,1
GENE_0057,3798.6915856291052,-0.7240853284347266,0.10375021210158429,-6.979121427971227,2.9893865161056965e-12,2.9893865161056965e-10,1
GENE_0058,110.08505854266804,3.1973225823693032,0.20796223780494633,15.374534416042218,0.0,1e-300,1
GENE_0059,1724.025999260059,-0.43715809643949977,0.13867958658275392,-3.1522887197146026,0.0016200927109062402,0.16200927109062402,0
GENE_0060,32.320294401745066,-0.5788018305660063,0.09694608504126277,-5.970347645494433,2.375794672104803e-09,2.375794672104803e-07,1
GENE_0061,244.1230630770887,-2.657319251401547,0.0810058871809576,-32.80402627361403,0.0,1e-300,1
GENE_0062,514.9807893101032,0.1091450072103092,0.16768307143901826,0.6509005725721231,0.5151105468408377,1.0,0
GENE_0063,971.9783174281231,2.2063436281137365,0.23917326052492593,9.224875821282696,0.0,1e-300,1
GENE_0064,1172.4371197711423,-0.12360894607849982,0.20291219386581247,-0.6091745583325734,0.5424086396488166,1.0,0
GENE_0065,1326.130858860315,-0.06914843297737454,0.16147771060026395,-0.4282227727921572,0.6684890109328427,1.0,0
GENE_0066,239.1072967650264,0.3858202728957334,0.3476240083095878,1.1098780972346671,0.2670516539590404,1.0,0
GENE_0067,201.63765731748634,-0.012934847478086176,0.333671760794513,-0.03876518482501106,0.9690774803037243,1.0,0
GENE_0068,1461.1277117888521,1.3968714504869082,0.11392639284612416,12.261175093760817,0.0,1e-300,1
GENE_0069,302.79121623680936,-0.07840171913800635,0.1920790052004936,-0.40817432939206455,0.6831457846979123,1.0,0
GENE_0070,59.52941231249089,-0.1368611562928189,0.2551886721782749,-0.5363136032825455,0.59174178993127,1.0,0
GENE_0071,73.70489235359717,-0.5627656662407449,0.2780425153330829,-2.0240273886408198,0.04296719714486086,1.0,0
GENE_0072,101.57745094531867,-0.7910996249468513,0.1789204818255624,-4.421515171852319,9.809320689058154e-06,0.0009809320689058154,1
GENE_0073,850.429159910523,-0.10462476042656073,0.2814960894385438,-0.37167393918416186,0.7101357498358345,1.0,0
GENE_0074,499.5154877457165,0.022598676797293077,0.11352050348588313,0.1990713228302704,0.842207001545416,1.0,0
GENE_0075,1136.5220344585898,-0.5144520146835164,0.16958940881958026,-3.03351499521307,0.0024173653898937886,0.24173653898937886,0
GENE_0076,212.53804985894172,-0.013789946013853152,0.27343695745409435,-0.05043190263031017,0.9597780793387889,1.0,0
GENE_0077,511.73634263594585,0.021501025196200813,0.24893435337030123,0.08637227005875342,0.9311703610299649,1.0,0
GENE_0078,1031.1042465189344,-0.8624032024237517,0.3060467580126468,-2.8178805357190373,0.004834303083853353,0.4834303083853353,0
GENE_0079,253.65629729629043,-0.3660498637918005,0.09265139612013187,-3.9508294437050893,7.79145046703178e-05,0.00779145046703178,1
GENE_0080,800.4410244539984,1.4741159538703115,0.12708576381222308,11.599379109436736,0.0,1e-300,1
GENE_0081,149.47229955419462,1.3074269315801315,0.09309353721343094,14.044228747938307,0.0,1e-300,1
GENE_0082,234.02295998829652,-1.7423468445443069,0.13187084054728704,-13.212525508393387,0.0,1e-300,1
GENE_0083,227.55527115209583,-1.8591148143244107,0.08115635887089245,-22.907814497715236,0.0,1e-300,1
GENE_0084,67.10379042761895,0.40896289014418885,0.2161367814532939,1.8921485153722608,0.05847106537721247,1.0,0
GENE_0085,837.5313712263289,0.3108291835963593,0.22264488680342898,1.3960760027280006,0.1626917200314435,1.0,0
GENE_0086,199.5164102214049,-0.038114314805573826,0.25763078097961856,-0.1479416188572168,0.8823888043557875,1.0,0
GENE_0087,411.0608175369467,-0.18719052532971697,0.1839263607442817,-1.017747127558151,0.3087981778236859,1.0,0
GENE_0088,829.7462974636077,-0.2517377937338018,0.08086607648499969,-3.113020993178741,0.001851963834487158,0.1851963834487158,0
GENE_0089,788.235390410155,2.7278300363438217,0.261950611690062,10.413528026311194,0.0,1e-300,1
GENE_0090,1094.5270853752913,0.07804158925715521,0.0946585936919364,0.8244532927579641,0.409681936471199,1.0,0
GENE_0091,348.02411496005874,0.25176160244088014,0.3138660163207908,0.8021308117141422,0.42247717439257926,1.0,0
GENE_0092,213.80246584291558,-1.2047997104633192,0.08611657668114309,-13.990334461670882,0.0,1e-300,1
GENE_0093,357.960513789572,0.3275055801389768,0.22322828327929073,1.4671329964457065,0.14233995715811187,1.0,0
GENE_0094,32.10456876265921,0.03783701318308007,0.3216278282440906,0.11764222452282552,0.9063510575359992,1.0,0
GENE_0095,46.031746113790085,0.3138754864526746,0.2345721854629706,1.3380763189513907,0.1808716884712558,1.0,0
GENE_0096,55.47600480834409,0.3483291081466556,0.24427252156686108,1.4259856405965525,0.15387258494427547,1.0,0
GENE_0097,90.38964899709981,-0.32181065208992543,0.26403492905109954,-1.218818484533326,0.22291322758825327,1.0,0
GENE_0098,734.8462841172543,-0.7232576187482984,0.11305038888722609,-6.39765706131084,1.5851031598401732e-10,1.5851031598401732e-08,1
GENE_0099,103.7289676339898,0.6173971424058213,0.26223031721885104,2.3544079454800673,0.018552204658800697,1.0,0
GENE_0100,228.77893064894957,0.10266349228490468,0.3176958181434601,0.32315027904630933,0.7465815713637896,1.0,0
GENE_0101,2832.2945202766523,-0.6857943581984487,0.3430396248655354,-1.9991695083833718,0.045589878340658974,1.0,0
GENE_0102,236.4186190950576,2.2167748353587373,0.1996240398267537,11.104748893382752,0.0,1e-300,1
GENE_0103,1219.594069814949,0.3087497169479314,0.17301630995293765,1.7845122059990457,0.07434037455793208,1.0,0
GENE_0104,99.44189263792558,-0.1118707324531572,0.28339359621100557,-0.3947539180450003,0.6930246094453261,1.0,0
GENE_0105,296.43965201385254,-0.20482456772765084,0.22657605778573492,-0.9039991680027653,0.3659957871237143,1.0,0
GENE_0106,97.02482927293806,0.5603527441251867,0.14947225670285824,3.748874583723813,0.00017768463539291623,0.017768463539291623,1
GENE_0107,242.6088282870997,-0.4189148585535242,0.1264826289418198,-3.3120347201687204,0.0009263157728529592,0.09263157728529592,0
GENE_0108,1422.914064915869,-0.31926134310193355,0.1259621811600408,-2.5345809366090384,0.011258235151046181,1.0,0
GENE_0109,30.23557965544471,0.08455459001930703,0.20397779988366105,0.4145283950877636,0.6784872620238569,1.0,0
GENE_0110,774.0492215633171,0.1561819728215529,0.12593358951622552,1.240193132122468,0.21490410436753948,1.0,0
GENE_0111,576.2856186450989,0.19853721373629263,0.08532411488310115,2.3268593410936615,0.01997270725074518,1.0,0
GENE_0112,165.4675439389189,-1.6891635844679156,0.0940639692418163,-17.957604788348597,0.0,1e-300,1
GENE_0113,46.10462260566518,0.07943144827260674,0.3310688268673007,0.23992427503434058,0.8103890620753349,1.0,0
GENE_0114,449.52625500951797,0.19575357557536366,0.09969956211323665,1.9634346573461465,0.04959555186934672,1.0,0
GENE_0115,182.31955358398577,-0.10368370372603329,0.09975878645685908,-1.0393440759313122,0.29864479220706674,1.0,0
GENE_0116,571.9286907184031,0.025079321294685698,0.20182088029405376,0.12426524578698217,0.901105185020302,1.0,0
GENE_0117,416.8715823123781,0.04301367202145377,0.14617707623045878,0.2942573016964684,0.7685614325468026,1.0,0
GENE_0118,4458.948866059217,0.08603925432761445,0.3399273400865744,0.2531107215609711,0.8001827666491548,1.0,0
GENE_0119,281.7349002586676,0.3090159230331043,0.3259661766644071,0.9479999618219481,0.3431294524125066,1.0,0
GENE_0120,86.89962883315253,0.22205827277793244,0.18928067714124208,1.1731692644581548,0.24072805673180997,1.0,0
GENE_0121,527.9034739127588,-3.013965264238667,0.20115751024238998,-14.983110800123303,0.0,1e-300,1
GENE_0122,561.1538026432685,-2.492093336376116,0.18128068633040395,-13.74715303004757,0.0,1e-300,1
GENE_0123,3098.8345335385084,0.02706850322508382,0.09022385149364462,0.3000149381451592,0.7641658977448718,1.0,0
GENE_0124,1411.8650910013023,1.611341439379515,0.15906864659877135,10.129849431886479,0.0,1e-300,1
GENE_0125,689.0450053724153,0.07727263192527935,0.11312183679523571,0.6830920900369768,0.4945485182183491,1.0,0
GENE_0126,3622.6255675697325,1.7281581667858537,0.10763998910408314,16.054982736153946,0.0,1e-300,1
GENE_0127,67.81988347301257,-0.20950911141649417,0.23143262469282472,-0.9052704288972692,0.3653220839151228,1.0,0
GENE_0128,154.52759686544522,-2.7113785609468524,0.1066665115826618,-25.419210966186466,0.0,1e-300,1
GENE_0129,100.49782524298502,0.4273848268977193,0.10779145742472117,3.9649229828457795,7.345212409104462e-05,0.007345212409104462,1
GENE_0130,224.81667566355313,2.007098349983421,0.2097387030012241,9.569518268508158,0.0,1e-300,1
GENE_0131,51.160654952204744,-1.0581511003044195,0.19941623858311244,-5.306243402356647,1.1214211070864621e-07,1.1214211070864621e-05,1
GENE_0132,1045.9976732767757,-1.5625590742116309,0.11716139198573973,-13.336808719392966,0.0,1e-300,1
GENE_0133,289.0691562162329,0.12963568892801883,0.081201236698393,1.5964743173743356,0.11038293668194243,1.0,0
GENE_0134,44.42447508642152,-0.3195222979571928,0.13210309927731784,-2.418734304533118,0.015574606390984513,1.0,0
GENE_0135,87.93794349755025,1.8591682882021423,0.143690908629151,12.938663315160968,0.0,1e-300,1
GENE_0136,645.6585290170549,0.09957356415866317,0.2960670797743942,0.3363209588669538,0.7366289815911276,1.0,0
GENE_0137,1418.2653960877572,0.3385216249230919,0.327168354642348,1.0347016149931585,0.3008083274683224,1.0,0
GENE_0138,8063.446403037939,0.12763793360942968,0.1896049873217518,0.6731781447965469,0.500833830830556,1.0,0
GENE_0139,31913.796869332848,0.5036459397338944,0.189357216155264,2.659766287020868,0.00781957641545139,0.781957641545139,0
GENE_0140,751.1565984352192,-0.0379861242370687,0.272369946615164,-0.13946518222416046,0.8890825145522658,1.0,0
GENE_0141,91.44089615897026,-0.13286741193560214,0.24926894424026602,-0.5330283414990258,0.594013924182232,1.0,0
GENE_0142,16.47642512466051,1.0815940429117548,0.12971785040722045,8.338050927581131,0.0,1e-300,1
GENE_0143,602.7889849936257,0.1576950597768123,0.10907606301988257,1.445734796534299,0.1482516891479273,1.0,0
GENE_0144,119.17444654586626,1.61481912647284,0.19815521047686369,8.149264016761164,4.440892098500626e-16,4.440892098500626e-14,1
GENE_0145,216.36441870638774,-0.2777055048992276,0.23250365805394596,-1.1944134867538032,0.23231639200276755,1.0,0
GENE_0146,161.07253659989482,-0.3770719658125362,0.11745105285287849,-3.210460499531358,0.0013253520964253696,0.13253520964253696,0
GENE_0147,326.6253091620249,0.3746277423427152,0.15918384322028,2.353428179418322,0.01860116686756852,1.0,0
GENE_0148,1996.139503937732,-0.14575091715729674,0.1626046090362552,-0.8963516964319217,0.3700648957185022,1.0,0
GENE_0149,510.59302849933295,-1.1238373551671894,0.15055051427652427,-7.46485231596736,8.393286066166183e-14,8.393286066166183e-12,1
GENE_0150,317.9988430105542,-0.025403469775307486,0.20440554189878357,-0.12427975063360386,0.901093700872853,1.0,0
GENE_0151,85.32942643182498,0.29259696317637385,0.2563271677663294,1.141498053936711,0.2536628309814477,1.0,0
GENE_0152,32.71964241190982,3.1496251421638353,0.21753526857631794,14.478687353903037,0.0,1e-300,1
GENE_0153,194.52061290516707,-0.43022891445720624,0.13439327180678293,-3.201268253039824,0.001368369097500377,0.1368369097500377,0
GENE_0154,372.1608576222045,0.08971892287263772,0.10779354270279794,0.8323218684815424,0.40522718648792044,1.0,0
GENE_0155,5720.97697932183,-3.3529340233129634,0.3019050249826491,-11.105923207159805,0.0,1e-300,1
GENE_0156,490.49337986619355,0.1330129252390563,0.2094122643338021,0.6351725657625972,0.5253157560840507,1.0,0
GENE_0157,1761.8316666291798,-0.32378149163893105,0.09677757971614684,-3.345625015510796,0.0008210841751334907,0.08210841751334907,0
GENE_0158,190.76772760781262,-3.1700432360813053,0.14969280490538064,-21.176991359638553,0.0,1e-300,1
GENE_0159,68.209534039153,-0.2975443708382537,0.29708912016372174,-1.0015323707387234,0.31656951931862487,1.0,0
GENE_0160,94.85267103925763,-0.20861545791455335,0.28296610768885844,-0.73724538821427,0.46097299857729634,1.0,0
GENE_0161,135.93283496514633,-0.3775814098888009,0.31647049088229195,-1.1931014763371368,0.23282976129616362,1.0,0
GENE_0162,9825.188267621445,0.5204633394608124,0.24256371302045682,2.1456768326139475,0.03189865737844966,1.0,0
GENE_0163,117.67422262695129,0.25336861641093966,0.19418460227667483,1.3047822198072083,0.19196715026181055,1.0,0
GENE_0164,1419.0370767470863,0.24199735027154934,0.19519144933970167,1.23979483266395,0.21505142626722673,1.0,0
GENE_0165,104.12678392460444,0.49888456845698015,0.1323800120130948,3.7685792656343873,0.00016423175642632515,0.016423175642632515,1
GENE_0166,1631.6703428400629,1.1250596992954893,0.2557157196098281,4.399650131060027,1.0851383587251462e-05,0.0010851383587251462,1
GENE_0167,718.6873687316762,-0.6836904415640622,0.23796856414507056,-2.8730283935623966,0.004065706949957004,0.4065706949957004,0
GENE_0168,318.95280767335953,1.5640949640758977,0.12181339108578568,12.840090487049997,0.0,1e-300,1
GENE_0169,379.5006124987561,-2.7594245194151243,0.3191289884122512,-8.646737274303947,0.0,1e-300,1
GENE_0170,151.08135353354444,-0.34032784895307716,0.1794864148938612,-1.8961203785497032,0.05794399734502487,1.0,0
GENE_0171,787.6929071981871,-0.4310332990414851,0.0934294666906885,-4.61346205120149,3.964332989880859e-06,0.0003964332989880859,1
GENE_0172,203.87861240090564,-0.11986122562214625,0.16852784861054163,-0.7112250385343659,0.47694465634373984,1.0,0
GENE_0173,64.17356426677215,-0.48664148611576197,0.31486131297212544,-1.545574086324299,0.12220749607666503,1.0,0
GENE_0174,59.32872787461201,0.13401694701496528,0.3275782781826818,0.40911426654555993,0.682455897742845,1.0,0
GENE_0175,522.6342437012295,0.020679328571445856,0.21240757266010102,0.09735683296252975,0.922442906692087,1.0,0
GENE_0176,4309.757360372157,1.0110023047588763,0.3382117838198228,2.989258071792887,0.0027966965182932846,0.27966965182932846,0
GENE_0177,512.8520594080502,0.20309138065530102,0.3163152884872335,0.6420536346079833,0.5208382380424617,1.0,0
GENE_0178,337.66102607808335,0.2412027413706706,0.3028122936167908,0.7965421036568379,0.4257168920561871,1.0,0
GENE_0179,619.3925312360325,-0.14936357472955294,0.3121217174641956,-0.4785427170625731,0.6322639984372294,1.0,0
GENE_0180,2861.2177862072576,0.8484573610534669,0.18310636128558233,4.633685881235814,3.5959869446600123e-06,0.00035959869446600123,1
GENE_0181,560.6370643496534,1.1754002487130246,0.28424661400399676,4.135142481227578,3.549370079491965e-05,0.0035493700794919647,1
GENE_0182,217.806957351086,-0.744993901049918,0.2358815308305603,-3.158339266439076,0.0015868399515244214,0.15868399515244214,0
GENE_0183,2120.55487113941,-0.400950298306487,0.2743146804698828,-1.4616436044169632,0.14383897927080946,1.0,0
GENE_0184,767.4970667979499,-0.6962011956111263,0.12800224904680915,-5.438976274210091,5.371331601722318e-08,5.371331601722318e-06,1
GENE_0185,4038.5216993696445,1.0186410785595075,0.2774763561792343,3.6710914493252247,0.00024158148842090554,0.024158148842090554,1
GENE_0186,531.0475981009649,-0.04872208962133345,0.33854995723242637,-0.14391403271654835,0.8855683093095073,1.0,0
GENE_0187,64.28307982820908,-0.18737027915978313,0.16171909704298598,-1.1586156649760349,0.24661299740322096,1.0,0
GENE_0188,51.819224053001975,0.8043704449602057,0.3462635574680193,2.3230005803729346,0.020179074014340603,1.0,0
GENE_0189,4800.099367992806,0.21959314963076434,0.18216152399745017,1.205485905101662,0.22801590692769236,1.0,0
GENE_0190,5353.461184999153,0.29043934457853376,0.13392534419567886,2.16866603048764,0.030107941616769995,1.0,0
GENE_0191,308.1914497845878,-0.3724293951768413,0.11031728204606436,-3.3759841456330366,0.0007356281295665124,0.07356281295665124,0
GENE_0192,227.06107139867746,-1.7212315078548692,0.291939716587808,-5.895845649138208,3.7400891272909575e-09,3.7400891272909575e-07,1
GENE_0193,3612.540120440486,0.0147221996387819,0.22980285810167345,0.06406447578762595,0.9489187485556068,1.0,0
GENE_0194,76.66394172720265,0.06920285586089034,0.16292544928874778,0.4247516650283667,0.6710177927101628,1.0,0
GENE_0195,105.41547759368036,-0.7425246268457828,0.24428159984431463,-3.0396256914929656,0.0023688617079693497,0.23688617079693497,0
GENE_0196,1058.904531675127,-0.07212280913981363,0.16966732071707125,-0.4250836804341481,0.6707757500917215,1.0,0
GENE_0197,223.2053758821516,0.005628833149401923,0.20105659447868385,0.027996262266337626,0.9776650302899221,1.0,0
GENE_0198,400.34120656946294,-0.08605966630845158,0.31291931395333455,-0.2750219065138485,0.7832995357082475,1.0,0
GENE_0199,315.7136564195426,-0.3253561649386706,0.26040494875197445,-1.24942389343207,0.21151021083425947,1.0,0
GENE_0200,669.3866351749525,-0.21581407276845602,0.2858484967202734,-0.7549946046406817,0.45025208470169376,1.0,0
GENE_0201,3331.6494543355725,-0.07074367742911841,0.23754325889678557,-0.29781387086154737,0.7658453633668585,1.0,0
GENE_0202,462.14438335965326,0.036320009444019107,0.3476774731991176,0.10446466119827773,0.9168005025915287,1.0,0
GENE_0203,1059.8770501087834,0.2419166330202272,0.14518071789854103,1.6663137951231903,0.09565089026478857,1.0,0
GENE_0204,18.62941621648544,0.4323424819803485,0.15081861339407998,2.866638754002224,0.004148693046150953,0.4148693046150953,0
GENE_0205,374.9986391778737,-0.11773908941089993,0.10499091345934988,-1.1214217071888402,0.2621085005848416,1.0,0
GENE_0206,113.88106275029844,-0.18246247844614316,0.2295852655590918,-0.794748208260691,0.4267598613407757,1.0,0
GENE_0207,64.83077473464641,0.1750622694137225,0.2456069938302593,0.7127739592574845,0.4759855032779563,1.0,0
GENE_0208,108.06916616663153,1.7148123720923567,0.2760096246826813,6.212871649181861,5.223967924905537e-10,5.223967924905537e-08,1
GENE_0209,244.40210469665033,-0.17368017330355423,0.17057040000630047,-1.0182316116813872,0.3085679336086913,1.0,0
GENE_0210,1593.7640324365073,2.3740845267331174,0.08330933650355735,28.497220436172157,0.0,1e-300,1
GENE_0211,55.16953635913357,0.39183413646238924,0.2507019750138464,1.5629479442303877,0.11806486127300886,1.0,0
GENE_0212,422.39767955179406,1.376860415690234,0.3496477829805033,3.9378496953518765,8.224990650074204e-05,0.008224990650074204,1
GENE_0213,195.1455811462222,0.711328362687929,0.15952832552329796,4.458947088892026,8.24354391237847e-06,0.000824354391237847,1
GENE_0214,246.77829894803338,-0.34656645546377557,0.12966230216663532,-2.6728389799711114,0.0075213254933097495,0.752132549330975,0
GENE_0215,1815.5373036478568,0.0055592837330044765,0.15607707861311537,0.035618835144812365,0.9715861724230062,1.0,0
GENE_0216,904.310844213095,0.004511078647464055,0.19486217818980273,0.023150098645977894,0.9815304535815024,1.0,0
GENE_0217,2999.1888902112223,-0.03922942741300304,0.14774649081719246,-0.265518505353483,0.7906101780651342,1.0,0
GENE_0218,319.97455631762705,-0.25970516784405445,0.17367920684923305,-1.495315257107885,0.13483224718181908,1.0,0
GENE_0219,142.03678629883905,-0.5942248012924286,0.2523158194164279,-2.355083413583776,0.01851851495526935,1.0,0
GENE_0220,288.3605983888196,0.03707177841160152,0.17315755644750597,0.21409275559302615,0.8304747947801379,1.0,0
GENE_0221,580.4160575086239,-0.307342263819165,0.18693591509158675,-1.6441049525907678,0.10015449779068186,1.0,0
GENE_0222,525.7679931015341,0.03439739229905,0.09080844095580126,0.3787906932109105,0.7048434135828794,1.0,0
GENE_0223,79.31425648798162,-0.31761741667954135,0.3278444754381748,-0.9688051514518747,0.33264241115511073,1.0,0
GENE_0224,462.0784456474692,-0.4398633383377366,0.1898592091770105,-2.316786950943428,0.020515290296840627,1.0,0
GENE_0225,568.1255853262029,0.09371934415075908,0.16859874932939445,0.5558721195947776,0.5782982194049588,1.0,0
GENE_0226,17609.80373430888,1.504220033201134,0.10335073298625382,14.554517319206658,0.0,1e-300,1
GENE_0227,6736.305558628478,0.23171278852837318,0.25122946815669955,0.9223153248242629,0.3563640812878679,1.0,0
GENE_0228,112.18339350547816,0.8743455065670501,0.3132327365712138,2.7913605587271264,0.005248816065624773,0.5248816065624773,0
GENE_0229,262.15212307171157,0.11091581248433874,0.09111136401414809,1.2173652944885707,0.22346539470949955,1.0,0
GENE_0230,44.91792777025051,0.19403270682565185,0.11922356618882958,1.627469409179872,0.10363742306683732,1.0,0
GENE_0231,166.32429701670128,-0.43102453154693016,0.11952525379927598,-3.6061377645829444,0.00031086158971938005,0.031086158971938005,1
GENE_0232,647.6869678867723,-0.5147629762145498,0.24261421094390406,-2.1217346428794746,0.03385990792054794,1.0,0
GENE_0233,2462.125871953084,0.6331317787093336,0.32873223573395954,1.9259802048184962,0.0541067101497994,1.0,0
GENE_0234,135.1485093932071,-0.3693919119733215,0.19819745910768757,-1.8637570513586554,0.06235570524278078,1.0,0
GENE_0235,151.22674603961295,-0.41757762858745684,0.17282774101233966,-2.4161493180521427,0.015685621118357584,1.0,0
GENE_0236,16.103980144658347,-0.01563956848662119,0.2867769851111066,-0.054535647205308055,0.9565082712676154,1.0,0
